sku,name,base_image,small_image,thumbnail_image,swatch_image
78-346,Marquise Diamond,/4/-/4-pcs-marquise.png,/4/-/4-pcs-marquise.png,/4/-/4-pcs-marquise.png,/4/-/4-pcs-marquise.png
